High School,Total_Instances,Success_Ranks
ÖZEL FİNAL AKADEMİ ANADOLU LİSESİ (MERSİN - YENİŞEHİR),2,"[14.61, 31.66]"
ÖZEL FİNAL ANADOLU LİSESİ (KAHRAMANMARAŞ - ELBİSTAN),2,"[17.071, 18.118]"
ÖZEL FİNAL ANADOLU LİSESİ (MUĞLA - FETHİYE),2,"[29.182, 30.796]"
ÖZEL FİNAL OKULLARI FEN LİSESİ (KIRIKKALE - MERKEZ),2,"[3.658, 19.22]"
ÖZEL FİNAL ÖZGÜN ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),2,"[8.201, 39.392]"
GAFFAR OKKAN ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),2,"[36.794, 39.508]"
GAZİ ANADOLU LİSESİ (TRABZON - ORTAHİSAR),2,"[31.102, 36.271]"
FUAT SEZGİN ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SULTANBEYLİ),2,"[14.089, 29.19]"
ŞEHİT AHMET ÖZSOY KIZ ANADOLU İMAM HATİP LİSESİ (ANKARA - KEÇİÖREN),2,"[19.32, 25.361]"
ŞEHİT ALPASLAN YAZICI KIZ ANADOLU İMAM HATİP LİSESİ (KIRIKKALE - MERKEZ),2,"[18.118, 27.146]"
ÖZEL ERGANİ UĞUR ANADOLU LİSESİ (DİYARBAKIR - ERGANİ),2,"[23.284, 36.794]"
ÖZEL ERGANİ UĞUR FEN LİSESİ (DİYARBAKIR - ERGANİ),2,"[16.761, 19.077]"
ÖZEL ERBAA SINAV KOLEJİ FEN LİSESİ (TOKAT - ERBAA),2,"[13.487, 26.345]"
ÖZEL ELVANKENT İPUCU ANADOLU LİSESİ (ANKARA - ETİMESGUT),2,"[20.156, 23.783]"
ÖZEL ELİTSEN KOLEJİ ANADOLU LİSESİ (ERZURUM - AZİZİYE),2,"[29.19, 34.531]"
ÖZEL ENDERUN ANADOLU LİSESİ (KONYA - KARATAY),2,"[8.071, 35.968]"
ŞEHİT MUSTAFA YAMAN ANADOLU İMAM HATİP LİSESİ (BARTIN - MERKEZ),2,"[13.176, 15.007]"
ŞEHİT MUHAMMET ONUR DEMİR ANADOLU LİSESİ (SİVAS - MERKEZ),2,"[26.345, 39.123]"
ŞEHİT MUHİTTİN TALHA ÇALIŞKAN ANADOLU LİSESİ (ANTALYA - KEPEZ),2,"[15.359, 18.333]"
ŞEHİT SERVET ASMAZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - GAZİOSMANPAŞA),2,"[34.219, 35.36]"
ÖZEL ALANYA OBA BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (ANTALYA - ALANYA),2,"[17.824, 37.839]"
ÖZEL ALANYA YEDİ BİLİM FEN LİSESİ (ANTALYA - ALANYA),2,"[14.61, 35.496]"
KAHTA ANADOLU LİSESİ (ADIYAMAN - KAHTA),2,"[28.704, 38.177]"
ÖZEL AKKOL ANADOLU LİSESİ (MARDİN - KIZILTEPE),2,"[23.783, 33.408]"
ŞEMSETTİN MURSALOĞLU ANADOLU LİSESİ (HATAY - İSKENDERUN),2,"[36.077, 39.123]"
ŞEMSİ TÜRKMEN ANADOLU LİSESİ (AĞRI - MERKEZ),2,"[23.448, 39.123]"
ŞEVKET RAŞİT HATİPOĞLU ANADOLU LİSESİ (ANKARA - YENİMAHALLE),2,"[19.32, 35.288]"
ŞEHİT SELİM CANSIZ ANADOLU İMAM HATİP LİSESİ (KÜTAHYA - MERKEZ),2,"[16.371, 23.323]"
ŞEHİT SEMİH ÖZCAN ANADOLU LİSESİ (ANKARA - YENİMAHALLE),2,"[22.287, 39.027]"
ŞEHİT İLHAN KÜÇÜKSOLAK ANADOLU LİSESİ (KOCAELİ - ÇAYIROVA),2,"[23.284, 35.288]"
ŞEHİT ŞEYHMUZ DEMİR KIZ ANADOLU İMAM HATİP LİSESİ (MARDİN - KIZILTEPE),2,"[9.627, 30.038]"
ŞEHİT ŞEYHO ŞİŞMAN ANADOLU LİSESİ (ADIYAMAN - ÇELİKHAN),2,"[21.168, 23.284]"
ALANYA ÖZEL HAMDULLAH EMİNPAŞA ANADOLU LİSESİ (ANTALYA - ALANYA),2,"[22.085, 34.285]"
ŞEHİT FATİH SATIR ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SARIYER),2,"[8.071, 13.547]"
AHMET CEVDET PAŞA SOSYAL BİLİMLER LİSESİ (AKSARAY - MERKEZ),2,"[3.577, 28.1]"
ÖZEL FIRAT ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),2,"[26.474, 30.774]"
ÖZEL FIRAT İLHAN ANADOLU LİSESİ (ANKARA - GÖLBAŞI),2,"[23.914, 37.31]"
ÖZEL FATMA BAŞ ANADOLU LİSESİ (TRABZON - AKÇAABAT),2,"[1.603, 35.288]"
ÖZEL ETLİK SINAV ANADOLU LİSESİ (ANKARA - KEÇİÖREN),2,"[23.451, 35.496]"
ÖZEL ETİMESGUT FİNAL AKADEMİ FEN LİSESİ (ANKARA - ETİMESGUT),2,"[7.571, 25.811]"
PAKMAYA ÜLKÜ HIZAL ANADOLU LİSESİ (İZMİR - KEMALPAŞA),2,"[30.722, 34.531]"
PATNOS ANADOLU LİSESİ (AĞRI - PATNOS),2,"[23.448, 39.508]"
ONUR ATEŞ ANADOLU LİSESİ (SAMSUN - ATAKUM),2,"[11.535, 38.2]"
ŞEHİT ÖZKAN ÖZENDİ ANADOLU İMAM HATİP LİSESİ (DİYARBAKIR - SİLVAN),2,"[18.333, 36.794]"
NİLÜFER HATUN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SULTANBEYLİ),2,"[8.071, 25.722]"
ŞEHİT HALİL İBRAHİM YILDIRIM ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAYRAMPAŞA),2,"[7.43, 20.037]"
AKYAZI KONURALP ANADOLU LİSESİ (SAKARYA - AKYAZI),2,"[18.907, 39.558]"
AKÇAABAT ANADOLU LİSESİ (TRABZON - AKÇAABAT),2,"[23.094, 23.583]"
15 TEMMUZ ŞEHİTLERİ ANADOLU LİSESİ (NEVŞEHİR - MERKEZ),1,[36.271]
25 MAYIS ANADOLU LİSESİ (SAMSUN - HAVZA),1,[36.937]
75. YIL CUMHURİYET ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,[29.333]
75. YIL CUMHURİYET MESLEKİ VE TEKNİK ANADOLU LİSESİ (MARDİN - ARTUKLU),1,[26.474]
75.YIL KARABÜK ANADOLU LİSESİ (KARABÜK - MERKEZ),1,[29.256]
80. YIL CUMHURİYET ANADOLU LİSESİ (OSMANİYE - MERKEZ),1,[10.165]
ABİDİNPAŞA ANADOLU LİSESİ (ANKARA - MAMAK),1,[20.156]
ŞEHİT SERDAR SELÇUK ANADOLU LİSESİ (MALATYA - YEŞİLYURT),1,[21.168]
ŞEHİT SÜLEYMAN YASİR AĞIR ÇOK PROGRAMLI ANADOLU LİSESİ (MUĞLA - FETHİYE),1,[34.778]
ŞEHİT UZMAN ÇAVUŞ TOLGA SAĞLAM KIZ ANADOLU İMAM HATİP LİSESİ (İZMİR - TORBALI),1,[17.273]
ŞEHİT YAKUP SÜRÜCÜ ANADOLU LİSESİ (ERZURUM - PALANDÖKEN),1,[18.719]
ŞEHİT YÜZBAŞI HALİL İBRAHİM SERT ANADOLU LİSESİ (SAKARYA - AKYAZI),1,[34.627]
ŞEHİT ZAFER ÇALIŞKAN ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,[32.565]
ŞEHİT ZEKERİYA BİTMEZ ANADOLU LİSESİ (MALATYA - YEŞİLYURT),1,[27.177]
ŞEHİT ÖMER CAN AÇIKGÖZ ANADOLU İMAM HATİP LİSESİ (SİNOP - MERKEZ),1,[37.31]
ŞEHİT MUHAMMET FATİH SAFİTÜRK ANADOLU LİSESİ (SAKARYA - ARİFİYE),1,[35.079]
ŞEHİT MURAT ERDEM ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,[11.527]
ŞEHİT MURAT İNCİ ANADOLU İMAM HATİP LİSESİ (MUĞLA - MİLAS),1,[35.417]
ŞEHİT MUSTAFA GÖKSAL ANADOLU LİSESİ (ADANA - YÜREĞİR),1,[32.565]
NİZAMETTİN AKTAŞ ANADOLU LİSESİ (VAN - MURADİYE),1,[35.417]
NİZAMÜLMÜLK KIZ ANADOLU İMAM HATİP LİSESİ (MUŞ - MERKEZ),1,[36.794]
NİĞDE ÇAĞDAŞ EĞİTİM VAKFI ÖZEL FEN LİSESİ (NİĞDE - MERKEZ),1,[5.199]
ODTÜ GELİŞTİRME VAKFI ÖZEL DENİZLİ ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,[17.018]
OGUZ CANPOLAT ANADOLU LİSESİ (İSTANBUL - EYÜPSULTAN),1,[22.192]
OKTAY VE OLCAY YURTBAY ANADOLU LİSESİ (ZONGULDAK - ÇAYCUMA),1,[39.027]
ORHAN ASENA ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),1,[31.183]
ORHAN GAZİ ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),1,[16.394]
ŞEHİT FAZIL YILDIRIM ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),1,[7.571]
ŞEHİT FİKRET METİN ÖZTÜRK ÇOK PROGRAMLI ANADOLU LİSESİ (RİZE - KALKANDERE),1,[35.36]
ŞEHİT GÖKHAN ÇAKIR ANADOLU LİSESİ (İZMİR - ALİAĞA),1,[17.018]
ŞEHİT HALİL KANTARCI ANADOLU İMAM HATİP LİSESİ (İZMİR - KEMALPAŞA),1,[17.018]
ŞEHİT ÖMER HALİSDEMİR ANADOLU LİSESİ (AĞRI - DİYADİN),1,[23.448]
ŞEHİT ÖMER HALİSDEMİR KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÇEKMEKÖY),1,[11.277]
ŞEHİT ÖNDER TURĞAY ANADOLU LİSESİ (İZMİR - TORBALI),1,[29.333]
ŞEHİT ÜSTEĞMEN SELÇUK ESEDOĞLU ANADOLU LİSESİ (SAKARYA - SERDİVAN),1,[8.201]
AKSU ANADOLU LİSESİ (ANTALYA - AKSU),1,[32.565]
AKSU UÇAK BAKIM TEKNOLOJİSİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANTALYA - AKSU),1,[28.664]
AKTEPE ŞEHİT KÖKSAL KAŞALTI ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,[34.627]
AKYAZI KIZ ANADOLU İMAM HATİP LİSESİ (SAKARYA - AKYAZI),1,[35.079]
AKÇAABAT YILDIZLI ANADOLU LİSESİ (TRABZON - AKÇAABAT),1,[36.271]
AKÇAKALE ANADOLU LİSESİ (ŞANLIURFA - AKÇAKALE),1,[34.531]
AKİF ERSEZGİN ANADOLU LİSESİ (İZMİR - BERGAMA),1,[34.778]
AKŞEHİR ŞEHİT SELÇUK ÖZER ANADOLU LİSESİ (KONYA - AKŞEHİR),1,[26.805]
NURİYE-VASIF ONAT KIZ ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[36.077]
RABİA HATUN KIZ ANADOLU İMAM HATİP LİSESİ (MALATYA - YEŞİLYURT),1,[33.854]
ŞEHİT EROL YANIK ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[23.284]
AHMET SIRIMSI ANADOLU LİSESİ (ORDU - FATSA),1,[10.795]
AKABE TOKİ ANADOLU LİSESİ (ŞANLIURFA - EYYÜBİYE),1,[26.474]
AKDENİZ ANADOLU LİSESİ (ANTALYA - KONYAALTI),1,[36.937]
AKKENT ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),1,[16.846]
AKSARAY ANADOLU İMAM HATİP LİSESİ (AKSARAY - MERKEZ),1,[29.182]
ÖZEL ERYAMAN ORTADOĞULULAR ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,[18.6]
ÖZEL ERYAMAN SEVGİ ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,[20.245]
ÖZEL ERZURUM BİLGE ANADOLU LİSESİ (ERZURUM - AZİZİYE),1,[24.461]
ÖZEL ERZİNCAN DOĞA ANADOLU LİSESİ (ERZİNCAN - MERKEZ),1,[28.414]
ÖZEL ERZİNCAN SINAV ANADOLU LİSESİ (ERZİNCAN - MERKEZ),1,[34.531]
ÖZEL GAYE ANADOLU LİSESİ (MERSİN - ERDEMLİ),1,[17.824]
ÖZEL GAZİANTEP ADA FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[16.846]
ÖZEL GAZİANTEP KARİYER BİLGİ ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),1,[17.828]
ÖZEL EMRAH MOLA FEN LİSESİ (AFYONKARAHİSAR - EMİRDAĞ),1,[27.034]
ÖZEL ENVAR ANADOLU LİSESİ (ANTALYA - KEPEZ),1,[23.323]
ÖZEL ERAL FEN LİSESİ (ADANA - ÇUKUROVA),1,[10.795]
ÖZEL ERASLAN ANADOLU LİSESİ (İZMİR - KARŞIYAKA),1,[27.75]
ÖZEL ERDEM ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),1,[26.382]
ÖZEL ERDEMLİ BİREY ANADOLU LİSESİ (MERSİN - ERDEMLİ),1,[23.284]
ÖZEL ERYAMAN DÜŞÜN ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,[1.242]
ÖZEL ERYAMAN OKYANUS ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,[19.32]
GAZİ ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,[34.285]
GAZİ ANADOLU LİSESİ (İZMİR - KARŞIYAKA),1,[26.18]
GAZİ MUSTAFA KEMAL ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,[9.589]
GAZİ OSMAN ÖZTÜRK ÇOK PROGRAMLI ANADOLU LİSESİ (KIRŞEHİR - BOZTEPE),1,[32.228]
ÖZEL FİNAL AKADEMİ ANADOLU LİSESİ (KÜTAHYA - MERKEZ),1,[2.474]
ÖZEL ELÇİN TÜN ANADOLU LİSESİ (İZMİR - GAZİEMİR),1,[17.383]
ÖZEL ELİT GENÇLER AKŞAM LİSESİ (İSTANBUL - BAHÇELİEVLER),1,[33.932]
ÖZEL ELİT GRUP ALBAYRAK FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),1,[23.323]
FEVZİ ÇAKMAK ANADOLU LİSESİ (ADIYAMAN - MERKEZ),1,[28.704]
FEVZİ ÇAKMAK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,[21.427]
FEVZİ ÇAKMAK KIZ ANADOLU İMAM HATİP LİSESİ (UŞAK - MERKEZ),1,[30.722]
FIRAT ANADOLU LİSESİ (ELAZIĞ - MERKEZ),1,[26.897]
FMV ÖZEL ISPARTAKULE IŞIK LİSESİ (İSTANBUL - AVCILAR),1,[3.294]
FUAT SEZGİN ANADOLU LİSESİ (ERZURUM - PALANDÖKEN),1,[8.201]
FİNİKE EROĞLU NURİ ANADOLU İMAM HATİP LİSESİ (ANTALYA - FİNİKE),1,[35.666]
FİTNAT NURİ TEKEREKOĞLU ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[36.077]
GÖLCÜK ATATÜRK ANADOLU LİSESİ (KOCAELİ - GÖLCÜK),1,[38.55]
ÖZEL ELBİSTAN BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (KAHRAMANMARAŞ - ELBİSTAN),1,[35.968]
ÖZEL ELBİSTAN FİNAL AKADEMİ ANADOLU LİSESİ (KAHRAMANMARAŞ - ELBİSTAN),1,[11.519]
ÖZEL ELVANKENT AYYILDIZ SINAV ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,[35.496]
ÖZEL DOĞRU NETİCE ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),1,[27.815]
ÖZEL DOĞU ATAŞEHİR BİL ANADOLU LİSESİ (İSTANBUL - ATAŞEHİR),1,[31.493]
ÖZEL DOĞUBAYAZIT AÇI ANADOLU LİSESİ (AĞRI - DOĞUBAYAZIT),1,[20.419]
ÖZEL DÖRTYOL FİNAL ANADOLU LİSESİ (HATAY - DÖRTYOL),1,[36.077]
GAZİANTEP KOLEJİ VAKFI ÖZEL ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[27.956]
GEBZE ANİBAL ANADOLU LİSESİ (KOCAELİ - GEBZE),1,[20.037]
GEMEREK ANADOLU LİSESİ (SİVAS - GEMEREK),1,[33.097]
GEMLİK HİSAR ANADOLU LİSESİ (BURSA - GEMLİK),1,[19.498]
GEYVE ANADOLU LİSESİ (SAKARYA - GEYVE),1,[22.314]
GEYVE KIZ ANADOLU İMAM HATİP LİSESİ (SAKARYA - GEYVE),1,[22.314]
GÖBEKLİTEPE ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),1,[26.474]
GÖCEK SÜLEYMAN ŞATIR ANADOLU LİSESİ (MUĞLA - FETHİYE),1,[29.333]
ÖZEL GEMLİK KÜLTÜR KOLEJİ FEN LİSESİ (BURSA - GEMLİK),1,[20.419]
ÖZEL GENÇ DEĞİŞİM ANADOLU LİSESİ (KIRKLARELİ - LÜLEBURGAZ),1,[33.878]
ÖZEL GENÇ İDEAL AKADEMİ ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,[13.485]
ÖZEL GÖKAY ANADOLU LİSESİ (OSMANİYE - MERKEZ),1,[24.461]
ÖZEL GÖRKEM FEN LİSESİ (ANKARA - ETİMESGUT),1,[7.31]
ÖZEL EGEBİL ASLAN YENİ NESİL FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[5.725]
ÖZEL ELAZIĞ DOĞA ANADOLU LİSESİ (ELAZIĞ - MERKEZ),1,[23.284]
ÖZEL ELAZIĞ FİNAL ANADOLU LİSESİ (ELAZIĞ - MERKEZ),1,[23.284]
ÖZEL GAZİANTEP KARİYER BİLGİ FEN LİSESİ (GAZİANTEP - ŞAHİNBEY),1,[26.474]
ÖZEL GAZİANTEP KÜLTÜR ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[18.333]
ÖZEL GAZİANTEP NESİBE AYDIN ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[19.077]
ÖZEL GAZİANTEP UĞUR FEN LİSESİ (GAZİANTEP - ŞAHİNBEY),1,[9.025]
ÖZEL GAZİANTEP İSTANBUL LİDER KOLEJİ ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[35.495]
ÖZEL GEBZE NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ (KOCAELİ - GEBZE),1,[17.828]
ÖZEL GEBZE ÇÖZÜM KOLEJİ ANADOLU LİSESİ (KOCAELİ - GEBZE),1,[19.705]
ÖZEL GEMLİK KÜLTÜR KOLEJİ ANADOLU LİSESİ (BURSA - GEMLİK),1,[14.988]
ÖZEL HAZERBEY KOLEJİ FEN LİSESİ (KASTAMONU - MERKEZ),1,[23.646]
ÖZEL HÜSEYİNGAZİ SINAV ANADOLU LİSESİ (ANKARA - MAMAK),1,[36.937]
ÖZEL ILGIN ARVEN ANADOLU LİSESİ (KONYA - ILGIN),1,[1.603]
ÖZEL ILGIN TURAN KOLEJİ ANADOLU LİSESİ (KONYA - ILGIN),1,[27.034]
ÖZEL ISPARTA DÜŞÜNÜR EĞİTİM KURUMLARI ANADOLU LİSESİ (ISPARTA - MERKEZ),1,[34.285]
FARABİ ANADOLU LİSESİ (BATMAN - MERKEZ),1,[33.565]
FARABİ ANADOLU LİSESİ (DÜZCE - MERKEZ),1,[8.262]
FATIMA ZEHRA KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - SARIÇAM),1,[25.78]
ÖZEL HACI NACİYE ATEŞ ANADOLU LİSESİ (MALATYA - DARENDE),1,[27.427]
ÖZEL HAKKARİ TEKNOKENT KOLEJİ ANADOLU LİSESİ (HAKKARİ - MERKEZ),1,[33.565]
ÖZEL HAMİYET ERKEK FEN LİSESİ (ANKARA - ALTINDAĞ),1,[13.485]
ÖZEL HASAN DEMİR ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[11.7]
ÖZEL HATAY BAHÇEŞEHİR ANADOLU LİSESİ (HATAY - ANTAKYA),1,[22.085]
ÖZEL HATAY BİRFEN KOLEJİ ANADOLU LİSESİ (HATAY - SAMANDAĞ),1,[28.704]
ÖZEL HATAY DOĞA ANADOLU LİSESİ (HATAY - DEFNE),1,[16.846]
ÖZEL HATAY GÜNEŞ ANADOLU LİSESİ (HATAY - DEFNE),1,[39.027]
ÖZEL GÜMÜŞHANE FİNAL AKADEMİ ANADOLU LİSESİ (GÜMÜŞHANE - MERKEZ),1,[24.752]
ÖZEL GÜNEY KAMPÜS METİN KANMAZ KOLEJİ FEN LİSESİ (HATAY - İSKENDERUN),1,[14.61]
ÖZEL GÜNEŞEVLER FİNAL AKADEMİ ANADOLU LİSESİ (ANKARA - ALTINDAĞ),1,[32.334]
ÖZEL GÜNEŞLİ FİNAL FEN LİSESİ (İSTANBUL - BAĞCILAR),1,[30.774]
ÖZEL GÜNEŞLİ SINAV FEN LİSESİ (İSTANBUL - BAĞCILAR),1,[3.689]
ÖZEL GÜVEN ANADOLU LİSESİ (ANKARA - ELMADAĞ),1,[35.417]
ÖZEL GİRESUN DOĞA FEN LİSESİ (GİRESUN - MERKEZ),1,[5.199]
ÖZEL GİRESUN UĞUR ANADOLU LİSESİ (GİRESUN - MERKEZ),1,[22.192]
ÖZEL DÜZİÇİ SİMYA ANADOLU LİSESİ (OSMANİYE - DÜZİÇİ),1,[33.565]
ÖZEL DÜZİÇİ SİMYA FEN LİSESİ (OSMANİYE - DÜZİÇİ),1,[17.828]
ÖZEL DİKMEN HAZIRLIK FEN LİSESİ (ANKARA - ÇANKAYA),1,[6.31]
ÖZEL DİKMEN HAZIRLIK KOLEJİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,[23.646]
ÖZEL DİLEK CELAL LİSAN SEVİYE ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,[14.61]
ÖZEL DİYARBAKIR FİNAL ANADOLU LİSESİ (DİYARBAKIR - KAYAPINAR),1,[27.177]
ÖZEL DİYARBAKIR YEDİİKLİM ANADOLU LİSESİ (DİYARBAKIR - KAYAPINAR),1,[36.794]
ÖZEL EDREMİT GÜMÜŞ ANADOLU LİSESİ (BALIKESİR - EDREMİT),1,[23.323]
GÜNEYKENT ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),1,[14.61]
GÜNGÖR ASLAN ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,[35.666]
GÜNGÖREN ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),1,[36.067]
GÜNGÖREN ERDEM BAYAZIT ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),1,[10.901]
GÜRSU BORSA İSTANBUL ANADOLU LİSESİ (BURSA - GÜRSU),1,[27.595]
ÖZEL DENİZLİ POLİNOM ANADOLU LİSESİ (DENİZLİ - PAMUKKALE),1,[19.442]
ÖZEL DENİZLİ VİLDAN ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,[24.094]
ÖZEL DENİZLİ ÇÖZÜM ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,[22.161]
GÖNEN ÖMER SEYFETTİN ANADOLU LİSESİ (BALIKESİR - GÖNEN),1,[26.18]
GÖNEN ÖMER SEYFETTİN FEN LİSESİ (BALIKESİR - GÖNEN),1,[27.165]
GÖZTEPE ANADOLU LİSESİ (MALATYA - BATTALGAZİ),1,[5.145]
GÜLKENT ANADOLU LİSESİ (ISPARTA - MERKEZ),1,[31.102]
GÜLTEPE ANADOLU LİSESİ (BATMAN - MERKEZ),1,[13.176]
GÜLÇİÇEK HATUN KIZ ANADOLU İMAM HATİP LİSESİ (BURSA - YILDIRIM),1,[32.79]
GÜMÜŞHANE LİSESİ (GÜMÜŞHANE - MERKEZ),1,[38.243]
GÜMÜŞYAKA ANADOLU LİSESİ (İSTANBUL - SİLİVRİ),1,[20.037]
ÖZEL ISPARTA TURUNCU EĞİTİM ANADOLU LİSESİ (ISPARTA - MERKEZ),1,[25.654]
ÖZEL IĞDIR KORHAN ANADOLU LİSESİ (IĞDIR - MERKEZ),1,[34.2]
ÖZEL IŞIKKENT ANADOLU LİSESİ (İZMİR - BORNOVA),1,[18.333]
ÖZEL IŞIL FEN LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,[22.085]
ÖZEL JALE TEZER BİLİM FEN ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,[32.228]
ÖZEL DENİZLİ GELİŞİM KOLEJİ ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,[35.666]
ÖZEL DENİZLİ KOLEJİ FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),1,[35.417]
ÖZEL DENİZLİ MERKEZEFENDİ FİNAL AKADEMİ ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,[35.666]
FATMA-ÖMER LÜTFİ ARITAN ANADOLU LİSESİ (KAYSERİ - İNCESU),1,[28.1]
FATSA KIZ ANADOLU İMAM HATİP LİSESİ (ORDU - FATSA),1,[11.535]
FATİH ANADOLU LİSESİ (BATMAN - MERKEZ),1,[31.102]
FATİH ANADOLU LİSESİ (ELAZIĞ - MERKEZ),1,[27.177]
FATİH ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),1,[9.61]
FATİH ANADOLU LİSESİ (ORDU - ALTINORDU),1,[23.517]
FATİH TERİM ANADOLU LİSESİ (ADANA - SEYHAN),1,[21.168]
FATİH ŞEHİT MUHAMMED DEMİR ANADOLU LİSESİ (SİVAS - MERKEZ),1,[21.427]
ÖZEL KENT KOLEJİ ANADOLU LİSESİ (İZMİR - GÜZELBAHÇE),1,[13.564]
ÖZEL KENT KOLEJİ ANADOLU LİSESİ (İZMİR - ÇİĞLİ),1,[17.383]
ÖZEL KESTEL SINAV KOLEJİ ANADOLU LİSESİ (BURSA - KESTEL),1,[18.333]
ÖZEL KEÇİÖREN KAVRAM ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,[32.565]
ÖZEL KEÇİÖREN ÜNLÜ SINAV ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,[36.073]
ÖZEL KEŞAN BATI KOLEJİ FEN LİSESİ (EDİRNE - KEŞAN),1,[15.038]
ÖZEL KEŞAN DOĞRU CEVAP FEN VE TEKNOLOJİ LİSESİ (EDİRNE - KEŞAN),1,[18.6]
ÖZEL KEŞAN FİNAL ANADOLU LİSESİ (EDİRNE - KEŞAN),1,[35.831]
ÖZEL KASTAMONU TEMA KOLEJİ ANADOLU LİSESİ (KASTAMONU - MERKEZ),1,[28.236]
ÖZEL KAYSERİ CİHANGİR ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,[14.136]
ÖZEL KAYSERİ CİHANGİR FEN LİSESİ (KAYSERİ - KOCASİNAN),1,[14.136]
ÖZEL KAYSERİ SINAV KOLEJİ ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,[24.13]
ÖZEL KAYSERİ TEKDEN ANADOLU LİSESİ (KAYSERİ - TALAS),1,[33.097]
ÖZEL KEMALPAŞA ORGANİZE SANAYİ BÖLGESİ ZÜLFÜ-MEVLÜT ÇELİK MESLEKİ VE TEKNİK ANADOLU LİSESİ (İZMİR - KEMALPAŞA),1,[10.795]
ÖZEL KEMERBURGAZ BİLİM ANADOLU LİSESİ (İSTANBUL - EYÜPSULTAN),1,[17.31]
ÖZEL KENT ANADOLU LİSESİ (İZMİR - GAZİEMİR),1,[5.29]
